id,book,page,figure,figure_title,dcode,description,part_no,qty,model,remarks,fits,fits_why
BI-086-18,BI,86,6142A-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('81 MODEL)",102,SEAL KIT,0000-67-D12A-3B,1,,,no,figure titled '81 model only
BI-086-19,BI,86,6142A-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('81 MODEL)",103,O-RING SET,0000-67-0123-40,1,PACKAGE OF 10,,no,figure titled '81 model only
BI-086-20,BI,86,6142A-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('81 MODEL)",104,GASKET KIT,0000-67-D13B-3B,1,,,no,figure titled '81 model only
BI-086-21,BI,86,6142A-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('81 MODEL)",105,VALVE PLATE ASSEMBLY,0000-67-D14B-3B,1,,,no,figure titled '81 model only
BI-086-22,BI,86,6142A-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('81 MODEL)",106,"HEAD, CYLINDER",0000-67-0127-10,1,,,no,figure titled '81 model only
BI-086-23,BI,86,6142A-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('81 MODEL)",,CLUTCH,0000-67-0229-37,1,5 1/4,,no,figure titled '81 model only
BI-086-24,BI,86,6142A-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('81 MODEL)",111,ACCESSORY KIT,0000-67-1410-13,1,,,no,figure titled '81 model only
BI-086-25,BI,86,6142A-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('81 MODEL)",112,FRONT PLATE & RECEIVER,0000-67-0233-37,1,,,no,figure titled '81 model only
BI-086-26,BI,86,6142A-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('81 MODEL)",113,BEARING,0000-67-D23A-3B,1,,,no,figure titled '81 model only
BI-086-27,BI,86,6142A-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('81 MODEL)",114,"COIL, FIELD",0000-67-0232-37,1,,,no,figure titled '81 model only
BI-087-01,BI,87,6142AB-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('82 MODEL)",,ADAPTER KIT,0000-67-C00A-4A,1,USE W/ 0000-67-D00B-3A,,yes,
BI-087-02,BI,87,6142AB-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('82 MODEL)",71,"MOUNTING, COMPRESSOR",0000-67-C10A-4A,1,,,yes,
BI-087-03,BI,87,6142AB-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('82 MODEL)",72,"ARM, ADJUSTING-FRONT",0000-67-C21A-4A,1,W/ 90,,yes,
BI-087-04,BI,87,6142AB-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('82 MODEL)",73,"ARM, ADJUSTING-REAR",0000-67-C22A-4A,1,FLAT,,yes,
BI-087-05,BI,87,6142AB-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('82 MODEL)",74,"BELT, DRIVE",0000-67-5409-03,1,(17385),,yes,
BI-087-06,BI,87,6142AB-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('82 MODEL)",,BOLT SACK KIT,0000-67-5409-02,1,,,yes,
BI-087-07,BI,87,6142AB-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('82 MODEL)",75,"BOLT, HEX",0000-67-X10M-13,1,8MM-1.25 X 85MM,,yes,
BI-087-08,BI,87,6142AB-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('82 MODEL)",76,,0000-67-1983-70,1,10MM-1.25 X 20MM,,yes,
BI-087-09,BI,87,6142AB-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('82 MODEL)",77,,0000-67-1981-79,2,10MM-1.25 X 25MM,,yes,
BI-087-10,BI,87,6142AB-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('82 MODEL)",78,,0000-67-X10M-25,1,10MM-1.25 X 45MM,,yes,
BI-087-11,BI,87,6142AB-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('82 MODEL)",79,,0000-67-6716-17,1,10MM-1.25 X 115MM,,yes,
BI-087-12,BI,87,6142AB-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('82 MODEL)",80,BOLT,0000-67-X10A-06,1,,,yes,
BI-087-13,BI,87,6142AB-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('82 MODEL)",81,"NUT, HEX",0000-67-1983-77,5,10MM-1.25,,yes,
BI-087-14,BI,87,6142AB-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('82 MODEL)",82,,0000-67-1983-76,1,12MM-1.50,,yes,
BI-087-15,BI,87,6142AB-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('82 MODEL)",83,LOCKWASHER,0000-67-1976-92,1,5/16,,yes,
BI-087-16,BI,87,6142AB-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('82 MODEL)",84,,0000-67-X40A-01,1,1/2,,yes,
BI-087-17,BI,87,6142AB-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('82 MODEL)",85,,0000-67-X40M-03,8,10MM,,yes,
BI-087-18,BI,87,6142AB-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('82 MODEL)",86,FLATWASHER,0000-67-0970-17,6,,,yes,
BI-087-19,BI,87,6142AB-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('82 MODEL)",87,"SPACER, MOUNTING",0000-67-1983-69,2,3/8 X 3/4 OD-7/16 ID,,yes,
BI-087-20,BI,87,6142AB-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('82 MODEL)",,COMPRESSOR/CLUTCH,0000-67-D00B-3A,1,(SANKYO 9157),,yes,
BI-087-21,BI,87,6142AB-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('82 MODEL)",,COMPRESSOR,0000-67-0121-39,1,(SANKYO 1573),,yes,
BI-087-22,BI,87,6142AB-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('82 MODEL)",101,"KEY, SHAFT",0000-67-0127-16,1,,,yes,
BI-087-23,BI,87,6142AB-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('82 MODEL)",102,SEAL KIT,0000-67-0124-26,1,,,yes,
BI-087-24,BI,87,6142AB-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('82 MODEL)",103,O-RING SET,0000-67-0123-40,1,PACKAGE OF 10,,yes,
BI-087-25,BI,87,6142AB-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('82 MODEL)",104,GASKET KIT,0000-67-D13B-3B,1,,,yes,
BI-087-26,BI,87,6142AB-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('82 MODEL)",105,VALVE PLATE ASSEMBLY,0000-67-D14B-3B,1,,,yes,
BI-087-27,BI,87,6142AB-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('82 MODEL)",106,"HEAD, CYLINDER",0000-67-0127-08,1,,,yes,
BI-087-28,BI,87,6142AB-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('82 MODEL)",,CLUTCH,0000-67-0229-58,1,5,,yes,
BI-087-29,BI,87,6142AB-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('82 MODEL)",111,ACCESSORY KIT,0000-67-0234-00,1,,,yes,
BI-087-30,BI,87,6142AB-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('82 MODEL)",112,FRONT PLATE & ROTOR,0000-67-0233-15,,,,yes,
BI-087-31,BI,87,6142AB-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('82 MODEL)",113,BEARING,0000-67-D23A-6A,,,,yes,
BI-087-32,BI,87,6142AB-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('82 MODEL)",114,"COIL, FIELD",0000-67-0232-43,1,,,yes,
BI-088-01,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",,ADAPTER KIT,0000-67-C00A-4A,1,USE W/ 0000-67-D00B-3A COMPRESSOR/CLUTCH,,no,figure titled '83 model only
BI-088-02,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",81,"MOUNTING, COMPRESSOR",0000-67-C10A-4A,1,,,no,figure titled '83 model only
BI-088-03,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",82,"ARM, ADJUSTING-FRONT",0000-67-C21A-4A,1,,,no,figure titled '83 model only
BI-088-04,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",83,"ARM, ADJUSTING-REAR",0000-67-C22A-4A,1,,,no,figure titled '83 model only
BI-088-05,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",84,"BELT, DRIVE",0000-67-5409-03,1,(17385),,no,figure titled '83 model only
BI-088-06,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",,BOLT SACK KIT,0000-67-5409-02,1,,,no,figure titled '83 model only
BI-088-07,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",85,"BOLT, HEX",0000-67-X10M-13,1,8MM X 1.25 X 85MM,,no,figure titled '83 model only
BI-088-08,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",86,,0000-67-1983-70,1,10MM X 1.25 X 20MM,,no,figure titled '83 model only
BI-088-09,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",87,,0000-67-1981-79,2,10MM X 1025 X 25MM,,no,figure titled '83 model only
BI-088-10,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",88,,0000-67-X10M-25,1,10MM X 1.25 X 40MM,,no,figure titled '83 model only
BI-088-11,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",89,,0000-67-6716-17,1,10MM X 1.25 X 120MM,,no,figure titled '83 model only
BI-088-12,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",90,BOLT,0000-67-X10A-06,1,10MM X 45MM W/ 8MM HOLE,,no,figure titled '83 model only
BI-088-13,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",91,"NUT, HEX",0000-67-1983-77,1,10MM X 1.25,,no,figure titled '83 model only
BI-088-14,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",92,,0000-67-1983-76,1,12MM X 1.5,,no,figure titled '83 model only
BI-088-15,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",93,LOCKWASHER,0000-67-1976-92,1,5/16,,no,figure titled '83 model only
BI-088-16,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",94,,0000-67-X40A-01,1,1/2,,no,figure titled '83 model only
BI-088-17,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",95,,0000-67-X40M-03,8,10MM,,no,figure titled '83 model only
BI-088-18,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",96,FLATWASHER,0000-67-0970-17,6,10MM,,no,figure titled '83 model only
BI-088-19,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",97,"SPACER, MOUNTING",0000-67-1983-69,2,,,no,figure titled '83 model only
BI-088-20,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",,COMPRESSOR/CLUTCH,0000-67-D00B-3A,1,(SANKYO 9165),,no,figure titled '83 model only
BI-088-21,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",,COMPRESSOR,0000-67-D10A-3A,1,(SANKYO 1653),,no,figure titled '83 model only
BI-088-22,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",121,"KEY, SHAFT",0000-67-D11A-3A,1,,,no,figure titled '83 model only
BI-088-23,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",122,SEAL KIT,0000-67-0124-26,1,,,no,figure titled '83 model only
BI-088-24,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",123,O-RING SET,0000-67-0123-40,1,PACKAGE OF 10,,no,figure titled '83 model only
BI-088-25,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",124,GASKET KIT,0000-67-D13B-3B,1,GASKET KIT,,no,figure titled '83 model only
BI-088-26,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",125,VALVE PLATE ASSEMBLY,0000-67-D14B-3B,1,,,no,figure titled '83 model only
BI-088-27,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",126,"HEAD, CYLINDER",0000-67-0127-08,1,,,no,figure titled '83 model only
BI-088-28,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",127,"PORT, SERVICE",0000-67-D16A-3A,2,W/ VALVE,,no,figure titled '83 model only
BI-088-29,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",128,"CAP, SCHRADER VALVE",0000-67-D17A-3A,1,PACKAGE OF 10,,no,figure titled '83 model only
BI-088-30,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",129,"RING, SNAP-SEAL SET",0000-67-D18A-3A,1,,,no,figure titled '83 model only
BI-088-31,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",130,"PLUG, OIL FILLER",0000-67-D19A-3A,1,,,no,figure titled '83 model only
BI-088-32,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",,CLUTCH,0000-67-D20A-3A,1,5,,no,figure titled '83 model only
BI-088-33,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",136,ACCESSORY KIT,0000-67-D21A-3A,1,,,no,figure titled '83 model only
BI-088-34,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",137,FRONT PLATE & ROTOR,0000-67-D22A-3A,1,,,no,figure titled '83 model only
BI-088-35,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",138,BEARING,0000-67-D23A-6A,1,,,no,figure titled '83 model only
BI-088-36,BI,88,6142AC-1,"COMPRESSOR MOUNTING KIT, COMPRESSOR/CLUTCH ASSEMBLY & REPAIR PARTS ('83 MODEL)",139,"COIL, FIELD",0000-67-D24A-3A,1,,,no,figure titled '83 model only
BI-089-01,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),34,EVAPORATOR ASSEMBLY,0000-67-2382-79,1,,,no,figure titled '81 model only
BI-089-02,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),36,"CASE, TOP",0000-67-M00A-3A,1,INJECTION MOULDED,,no,figure titled '81 model only
BI-089-03,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),36,"CASE, BOTTOM",,1,W/ DRAIN PLATE & DRAIN TUBE,,no,figure titled '81 model only
BI-089-04,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),37,"COIL, EVAPORATOR",0000-67-1998-51,1,FOR EXTERIOR EQUALIZED VALVE,,no,figure titled '81 model only
BI-089-05,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),38,"BRACKET, CASE-TOP",0000-67-0008-79,1,,,no,figure titled '81 model only
BI-089-06,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),39,"BRACKET, CASE-BOTTOM",0000-67-M00A-3A,1,,,no,figure titled '81 model only
BI-089-07,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),40,"SWITCH, THERMOSTAT-PRESET FROSTING",0000-67-0958-17,1,,,no,figure titled '81 model only
BI-089-08,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),41,"TUBE, ALUMINUM EXTENSION",0000-67-1995-39,1,,,no,figure titled '81 model only
BI-089-09,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),42,"VALVE, EXPANSION-EXTENSION EQUALIZED",0000-67-0336-80,1,,,no,figure titled '81 model only
BI-089-10,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),43,"CLAMP NO. 1, BULB",0000-67-B44A-3B,1,,,no,figure titled '81 model only
BI-089-11,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),44,"BRACKET, MOUNTING-THERMOSTAT",0000-67-0007-37,1,,,no,figure titled '81 model only
BI-089-12,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),45,"HARNESS ASSEMBLY, WIRING",0000-67-1998-49,1,,,no,figure titled '81 model only
BI-089-13,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),46,"CASE, TRANSITION",0000-67-1977-34,1,INJECTION MOULDED,,no,figure titled '81 model only
BI-089-14,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),47,"CLIP, RETAINER",0000-67-1977-25,8,,,no,figure titled '81 model only
BI-089-15,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),48,"CLIP, EVAPORATOR COIL PIPE",0000-67-0010-63,1,,,no,figure titled '81 model only
BI-089-16,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),49,,0000-67-0010-64,1,,,no,figure titled '81 model only
BI-089-17,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),50,"SCREW, TAPPING",0000-67-1982-26,1,NO. 10 X 1/2 PH,,no,figure titled '81 model only
BI-089-18,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),51,"PROTECTOR, TUBE",0000-67-1981-03,1,7/16 ID X 7/8 OD X 2 3/4,,no,figure titled '81 model only
BI-089-19,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),52,,0000-67-1981-40,1,5/8 ID X 1 1/8 OD X 2 1/2,,no,figure titled '81 model only
BI-089-20,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),,EVAPORATOR SCREW KIT,0000-67-1478-36,1,,,no,figure titled '81 model only
BI-089-21,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),24,FLATWASHER,0000-67-0402-83,3,1/4,,no,figure titled '81 model only
BI-089-22,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),53,"NUT, HEX",0000-67-0411-12,3,6MM,,no,figure titled '81 model only
BI-089-23,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),54,"GROMMET, WIRE HARNESS",0000-67-1992-98,1,1/2 X 13/16,,no,figure titled '81 model only
BI-089-24,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),55,"GROMMET, DRAIN HOSE",0000-67-B62A-4A,1,1/2 X 3/8,,no,figure titled '81 model only
BI-089-25,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),56,"HOSE, DRAIN",0000-67-1977-05,1,1/2 ID X 4 1/2,,no,figure titled '81 model only
BI-089-26,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),57,"CONNECTOR, WIRE",0000-67-1998-83,1,,,no,figure titled '81 model only
BI-089-27,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),58,RELAY,0000-67-0957-22,1,,,no,figure titled '81 model only
BI-089-28,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),59,"HARNESS, WIRE",0000-67-1978-37,1,,,no,figure titled '81 model only
BI-089-29,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),60,"WIRE, JUMPER",0000-67-1977-27,1,,,no,figure titled '81 model only
BI-089-30,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),61,"SEAL, RING",0000-67-0007-42,1,,,no,figure titled '81 model only
BI-089-31,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),62,"SEAL, PLATE-TOP",0000-67-0007-41,1,,,no,figure titled '81 model only
BI-089-32,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),63,"ELBOW, PLASTIC",0000-67-1995-30,1,"90 DEG., 1/2 OD",,no,figure titled '81 model only
BI-089-33,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),64,"CLAMP, DRAIN HOSE",0000-67-1988-67,1,,,no,figure titled '81 model only
BI-089-34,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),65,"SCREW, TAPPING",0000-67-1983-78,2,NO. 10 X 3/4 PH,,no,figure titled '81 model only
BI-089-35,BI,89,6152A-1,EVAPORATOR PACKAGE ('81 MODEL),21,"NUT, KEPS",0000-67-1997-59,2,NO. 10 X 32,,no,figure titled '81 model only
BI-090-01,BI,90,6152AB-1,EVAPORATOR PACKAGE ('82 MODEL),34,EVAPORATOR ASSEMBLY,0000-67-2382-94,1,,,yes,
BI-090-02,BI,90,6152AB-1,EVAPORATOR PACKAGE ('82 MODEL),35,"CASE, TOP",0000-67-M00A-3A,1,INJECTION MOULDED,,yes,
BI-090-03,BI,90,6152AB-1,EVAPORATOR PACKAGE ('82 MODEL),36,"BRACKET, CASE-TOP",0000-67-0008-79,1,,,yes,
BI-090-04,BI,90,6152AB-1,EVAPORATOR PACKAGE ('82 MODEL),37,"BRACKET, THERMOSTAT MOUNTING",0000-67-0007-37,1,,,yes,
BI-090-05,BI,90,6152AB-1,EVAPORATOR PACKAGE ('82 MODEL),38,"SWITCH, THERMOSTAT-PRESET FROSTING",0000-67-0958-17,1,,,yes,
BI-090-06,BI,90,6152AB-1,EVAPORATOR PACKAGE ('82 MODEL),39,"HARNESS, WIRE",0000-67-1998-49,1,,,yes,
BI-090-07,BI,90,6152AB-1,EVAPORATOR PACKAGE ('82 MODEL),40,"COIL, EVAPORATOR",0000-67-B30A-4A,1,FOR EXTENSION EQUALIZER VALVE,,yes,
BI-090-08,BI,90,6152AB-1,EVAPORATOR PACKAGE ('82 MODEL),,O-RING,0000-67-0123-21,1,FOR EXTENSION TUBE-EXPANSION VALVE CONNECTION,,yes,
BI-090-09,BI,90,6152AB-1,EVAPORATOR PACKAGE ('82 MODEL),41,"VALVE, EXPANSION-EXTENSION EQUALIZER",0000-67-0336-81,1,,,yes,
BI-090-10,BI,90,6152AB-1,EVAPORATOR PACKAGE ('82 MODEL),42,"TUBE, ALUMINUM EXTENSION",0000-67-B32A-4A,1,,,yes,
BI-090-11,BI,90,6152AB-1,EVAPORATOR PACKAGE ('82 MODEL),43,"CLAMP NO. 1, BULB",0000-67-B44A-3B,1,,,yes,
BI-090-12,BI,90,6152AB-1,EVAPORATOR PACKAGE ('82 MODEL),44,"PROTECTOR, TUBE",0000-67-1981-03,1,7/16 X 7/8 OD X 2 3/4,,yes,
BI-090-13,BI,90,6152AB-1,EVAPORATOR PACKAGE ('82 MODEL),45,,0000-67-1981-40,1,5/8 ID X 1 1/8 OD X 2 1/2,,yes,
BI-090-14,BI,90,6152AB-1,EVAPORATOR PACKAGE ('82 MODEL),46,"CLIP, EVAPORATOR COIL PIPE",0000-67-0010-63,1,,,yes,
BI-090-15,BI,90,6152AB-1,EVAPORATOR PACKAGE ('82 MODEL),47,,0000-67-0010-64,1,,,yes,
BI-090-16,BI,90,6152AB-1,EVAPORATOR PACKAGE ('82 MODEL),48,"CASE, BOTTOM",0000-67-M00A-3A,1,W/ DRAIN PLATE & DRAIN TUBE,,yes,
BI-090-17,BI,90,6152AB-1,EVAPORATOR PACKAGE ('82 MODEL),49,"BRACKET, CASE-BOTTOM",,1,,,yes,
